"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Romanticism, lyricism, and history","","009242029","Monograph","Language material ; Text","Volume","","","9780791441091 ; 9780791441107","Zimmerman, Sarah MacKenzie","","person","","Zimmerman, Sarah MacKenzie [person]","","","United States of America","New York","State University of New York","1999","","xxii, 233 pages, illustrations, 23 cm","821.709145","YC.1999.a.3384","Romanticism--Great Britain ; Literature and history--Great Britain--History--18th century ; Literature and history--Great Britain--History--19th century ; English poetry--19th century--History and criticism ; Wordsworth, Dorothy, 1771-1855 ; Wordsworth, William, 1770-1850--Criticism and interpretation ; Clare, John, 1793-1864--Criticism and interpretation ; Smith, Charlotte Turner, 1749-1806--Poetic works","","English","",""
"Romanticism, writing and sexual difference : essays on The Prelude","","011641779","Monograph","Language material ; Text","Volume","GB9500368","","9780198183303","Jacobus, Mary","","person","","Jacobus, Mary [person]","","","England","Oxford","Clarendon","1994","","x, 312 pages, 22 cm","821.7","","Sex role in literature ; Wordsworth, William, 1770-1850--Criticism and interpretation ; English poetry ; Romanticism--England","","English","bibliography: p299-306. _ Includes index",""
"Romantics and renegades : the poetics of political reaction","","010681957","Monograph","Language material ; Text","Volume","GBA302298","","9780333968499","Mahoney, Charles","1964-","person","","Mahoney, Charles, 1964- [person]","","","England ; United States of America","Basingstoke ; New York","Palgrave","2003","","x, 266 pages, 23 cm","821.709358","YC.2002.a.23113","Politics and literature--Great Britain--History--19th century ; Romanticism--Great Britain ; France--History--Revolution, 1789-1799--Literature and the revolution ; Political poetry, English--History and criticism--Theory, etc ; Criticism--Great Britain--History--19th century ; Hazlitt, William, 1778-1830--Knowledge--Literature ; Coleridge, Samuel Taylor, 1772-1834--Political and social views ; Southey, Robert, 1774-1843--Political and social views ; English poetry--19th century--History and criticism--Theory, etc ; Wordsworth, William, 1770-1850--Political and social views","","English","",""
"Romantics and renegades : the poetics of political reaction","","011724306","Monograph","Language material ; Text","Volume","","","9780333968499","Mahoney, Charles","","person","","Mahoney, Charles [person]","","","England","Basingstoke","Palgrave Macmillan","2002","","288 pages, 22 cm","821.709358","m02/44664","Romanticism ; English poetry--19th century--History and criticism ; Hazlitt, William, 1778-1830--Political and social views ; Coleridge, Samuel Taylor, 1772-1834--Political and social views ; Southey, Robert, 1774-1843--Political and social views ; Politics in literature ; Wordsworth, William, 1770-1850--Political and social views","","English","Includes index",""
"Ruined cottage","The music of humanity : a critical study of Wordsworth's 'Ruined Cottage'; incorporating texts from a manuscript of 1799-1800","010947710","Monograph","Language material ; Text","Volume","GB6912408","","9780171460377","Wordsworth, Jonathan","1932-2006","person","","Wordsworth, Jonathan, 1932-2006 [person] ; Wordsworth, William, 1770-1850 [person]","","","England","London","Nelson","1969","","xvi, 293 pages, 23 cm","821.7","74/18681","Wordsworth, William, 1770-1850","","English","",""
"Runoja","","012823846","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","Finland","Porvoo","Werner Soderstrom Osakeyhtio","1949","","","","F14/1048","","","Finnish","",""
"Russian fugitive","Ballad of Bulgarie ; From The Russian fugitive to The ballad of Bulgarie : episodes in English literary attitudes to Russia from Wordsworth to Swinburne","009456287","Monograph","Language material ; Text","Volume","GB9591526","","9780854968602","Waddington, Patrick","","person","","Wordsworth, William, 1770-1850 [person] ; Swinburne, Algernon Charles, 1837-1909 [person] ; Waddington, Patrick [person]","Anglo-russian affinities series","","England","Oxford","Berg","1994","","x, 320 pages, 23 cm","821.8093247","YC.1996.a.287","English poetry--19th century--History and criticism ; Russia--In literature ; English poetry--History, 1800-1945 ; English poetry--Russian influences","","English","",""
"Rydal Mount : the home of William Wordsworth, 1813-1850","","013597746","Monograph","Language material ; Text","Volume","","","","","","","","","","","England ; United Kingdom","","","1970","","16 pages, illustrations, portraits, 21 cm","","YD.2006.a.10082","Wordsworth, William, 1770-1850--Homes and haunts ; Rydal Mount (Cumbria, England)","","English","Cover title ; Dornsife/VSA",""
"Rydal Mount, near Ambleside, Westmoreland. Catalogue of the varied and valuable historical, poetical, theological and miscellaneous library of the late venerated Poet Laureate, William Wordsworth ... which will be sold by auction, by Mr. John Burton, of Preston ... on ... 19th ... 20th, and ... 21st ... July, 1859, etc","Appendix. II. Miscellaneous","003977241","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Preston","","1859","","59 pages, 21 cm","","RB.23.a.28600 (1)","","","","",""
"Rydal Mount, near Ambleside, Westmoreland. Catalogue of the varied and valuable historical, poetical, theological and miscellaneous library of the late venerated Poet Laureate, William Wordsworth ... which will be sold by auction, by Mr. John Burton, of Preston ... on ... 19th ... 20th, and ... 21st ... July, 1859, etc","Appendix. II. Miscellaneous","018144270","Monograph","Language material ; Text","Online resource","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Preston","","1859","","59 pages, 21 cm","","Digital Store RB.23.a.28600 (1)","","","","",""
"Résonances des mythes d'Echo et de Narcisse","Wordsworth et ses miroirs : résonances des mythes d'Echo et de Narcisse","017126448","Monograph","Language material ; Text","Volume","","","9782843102790","Thiria-Meulemans, Aurélie","","person","author","Thiria-Meulemans, Aurélie, author [person]","Esthétique et représentation: monde anglophone, 1750-1900","","France","Grenoble","Ellug","2014","","419 pages, 22 cm","810820","YF.2015.a.8069","Narcissism in literature ; Wordsworth, William, 1770-1850 ; Wordsworth, William, 1770-1850--Criticism and interpretation","Criticsm and interpretation","French","",""
"Salisbury Plain: a study in the development of Wordsworth's mind and art","","003887001","Monograph","Language material ; Text","Volume","","","","Welsford, Enid Elder Hancock","","person","","Welsford, Enid Elder Hancock [person] ; Wordsworth, William, 1770-1850 [person]","","","England","Oxford","Blackwell","1966","","viii, 171 pages, 23 cm","","X.900/1613","","","","",""
"Salve regina 2","Salve regina. no. 2","016319906","Monograph","Notated music","Volume","","","9780193385863","Jackson, Gabriel","1962-","person","composer","Hermannus, contractus, 1013-1054 [person] ; Chaucer, Geoffrey, -1400 [person] ; Wordsworth, William, 1770-1850 [person] ; Jackson, Gabriel, 1962-, composer [person]","New horizons ; Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2012","","1 score (46 pages), portraits, 30 cm","782.526","G.531.ff. (13.) ; H06/.13943","Mary, Blessed Virgin, Saint--Songs and music ; Wordsworth, William, 1770-1850--Musical settings ; Motets ; Choruses, Sacred (Mixed voices, 8 parts), Unaccompanied ; Salve Regina (Music) ; Hermannus, Contractus, 1013-1054--Musical settings","Song","English ; Latin","Biographical note on page 4 of cover ; Duration: 13 min ; For mixed voices (SSAATTBB), unaccompanied ; Words also printed as text preceding score ; Words: Antiphon to the Blessed Virgin Mary, attributed to Herman Contractus in Latin, interspersed with English words by Geoffrey Chaucer (recomposed by William Wordsworth) and anonymous writers",""
"Salve regina. no. 2","Salve regina 2","016319906","Monograph","Notated music","Volume","","","9780193385863","Jackson, Gabriel","1962-","person","composer","Hermannus, contractus, 1013-1054 [person] ; Chaucer, Geoffrey, -1400 [person] ; Wordsworth, William, 1770-1850 [person] ; Jackson, Gabriel, 1962-, composer [person]","New horizons ; Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2012","","1 score (46 pages), portraits, 30 cm","782.526","G.531.ff. (13.) ; H06/.13943","Mary, Blessed Virgin, Saint--Songs and music ; Wordsworth, William, 1770-1850--Musical settings ; Motets ; Choruses, Sacred (Mixed voices, 8 parts), Unaccompanied ; Salve Regina (Music) ; Hermannus, Contractus, 1013-1054--Musical settings","Song","English ; Latin","Biographical note on page 4 of cover ; Duration: 13 min ; For mixed voices (SSAATTBB), unaccompanied ; Words also printed as text preceding score ; Words: Antiphon to the Blessed Virgin Mary, attributed to Herman Contractus in Latin, interspersed with English words by Geoffrey Chaucer (recomposed by William Wordsworth) and anonymous writers",""
"Sanctuaries of light in nineteenth-century European literature","","015527797","Monograph","Language material ; Text","Volume","GBB048821","","9781433109133","Walter, Hugo","1959-","person","","Walter, Hugo, 1959- [person]","Studies on themes and motifs in literature","volume 102 [Studies on themes and motifs in literature]","United States of America","New York","Peter Lang","2010","","x, 256 pages, 24 cm","809.034","8491.792200","Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822--Criticism and interpretation ; Eichendorff, Joseph, Freiherr von, 1788-1857--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; European literature--19th century--History and criticism ; Refuge in literature ; Wordsworth, William, 1770-1850--Criticism and interpretation","","English","",""
"Science and sensation in Romantic Poetry","","015649224","Monograph","Language material ; Text","Volume","GBB0B0472","","9780521188692","Jackson, Noel (Noel B.)","","person","","Jackson, Noel (Noel B.) [person]","Cambridge studies in Romanticism","73 [Cambridge studies in Romanticism]","England","Cambridge","Cambridge University Press","2011","","1 volume, illustrations, 23 cm","821.709145","","Romanticism--Great Britain ; Keats, John, 1795-1821--Criticism and interpretation ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Science in literature ; English poetry--19th century--History and criticism ; Blake, William, 1757-1827--Criticism and interpretation ; Wordsworth, William, 1770-1850--Criticism and interpretation ; English poetry--18th century--History and criticism","","English","Originally published: 2008",""
"Seen Through a Tender Haze: The Epitaph Form --","A Context for Response -- ; A Performative Philosophy -- ; Context or Content: i Ideology -- ; Context or Content: ii Religion -- ; Contextualising Affective Response -- ; Defining the Dramatic Poem -- ; Different Ways of Seeing -- ; Disappointed Expectations -- ; Doubling Response: Margaret and the Sentimental -- ; Dramatic Composition -- ; Dramatic Composition, Dramatic Definition -- ; Impertinent Babbling: Hazlitt and Jeffrey -- ; In Which They Differ: Characterisation -- ; In Which They Resemble Each Other: Textual Transposition -- ; Indirectness -- ; Internalised Dramatic Conventions -- ; Making the Reader Active -- ; Meeting at the Midway Point: Subjective Transcendence -- ; Narrative Memory -- ; Narrative Memory and the Poetic Act -- ; Narrative Memory in 'The Excursion' -- ; Performative Structures: i Dialogue -- ; Performative Structures: ii Walking and Talking -- ; Re-reading The excursion : narrative, response, and the Wordsworthian dramatic voice ; Telling Tales in 'The Prelude' -- ; The Historical Context: Reading Aloud -- ; The Minds of Men -- ; The Poet and his Community ; The Poet's Voice -- ; The Poetic Context: i The Embedded Narrative -- ; The Poetic Context: ii Retelling Margaret's Tale -- ; The Problem of the Poet -- ; The Twice-Told Tale -- ; The Voice of Speaking Communication: Lamb -- ; Unsettling the Reader -- ; Ventriloquizing Through Another Man's Mouth: Coleridge -- ; We See, Then, As We Feel: Subjective Difference --","018254831","Monograph","Language material ; Text","Online resource","GBB799296","","9781351904063","Bushell, Sally","","person","","Bushell, Sally [person]","The nineteenth century series","","","","Routledge","2017","","1 online resource (288 pages)","821.7","ELD.DS.122507","Wordsworth, William (Schriftsteller) ; Verteltheorie ; Narration (Rhetoric) ; Gedichten ; Narration (Rhetoric)--History--19th century ; Engels ; Wordsworth, William, 1770-1850 ; Excursion (Wordsworth, William)","History","English","",""
"Select pieces from his poems","","012823847","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","Edward Moxon","1852","","","821.7","W17/4893","","","English","",""
"Select pieces from the poems of William Wordsworth","Collections. II. Poetry. Smaller Collections","003976896","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London","Edwd. Moron","1843","","263 pages, illustrations (8°)","","1568/6845","","","","",""
"Select pieces from the poems of William Wordsworth","Collections. II. Poetry. Smaller Collections","003976897","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Iames Burns ; London","","1845","","233 pages, 8° 18 cm","","1467.b.34","","","","",""
"Select pieces from the poems of William Wordsworth","Collections. II. Poetry. Smaller Collections","003976898","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Edwd Moxon ; London","","1855","","263 pages, 18 cm","","11611.aaa.29 ; C.72.a.5","","","","Another issue of the edition of 1843",""
"Select pieces from the poems of William Wordsworth","Collections. II. Poetry. Smaller Collections","017457680","Monograph","Language material ; Text","Online resource","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London","Edwd. Moron","1843","","263 pages, illustrations (8°)","","Digital Store 1568/6845","","","English","",""
"Select poems / Wordsworth. The lady of the lake / Scott ; edited with introductions and annotations by Frederick Henry Sykes","Lady of the lake","008607010","Monograph","Language material ; Text","Microfiche ; Microfilm","","","","Wordsworth, William","1770-1850","person","","Scott, Walter, Sir, 1771-1832 [person] ; Wordsworth, William, 1770-1850 [person] ; Sykes, Frederick Henry, 1863-1917 [person]","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiche","number 26133 [CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiche]","Canada","Toronto","W.J. Gage","1981","","6 microfiche (270 frames), illustrations, portraits","821.8","Mic.F.232 [no. 26133]","English poetry--18th century ; English poetry--19th century","","English","",""
"Select poems by William Wordsworth. With an introduction by E. C. Potter","Collections. II. Poetry. Smaller Collections","003977008","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Potter, Ernest Charles [person]","The plain text poets","","England ; Scotland","Glasgow ; London","Blackie","1927","","xiv, 130 pages, plates, portraits, 17 cm","","011604.ee.1/18","","","","",""
"Select poems from Wordsworth and Tennyson ... Edited with brief notes by W. J. Alexander","Collections. II. Poetry. Smaller Collections ; Selections and Extracts","003976989","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Tennyson, Alfred Tennyson, Baron, 1809-1892 [person] ; Alexander, William John [person]","The Copp Clark literature series","","","Toronto","Copp, Clark","1914","","iv, 113 pages, plates, 18 cm","","11604.eee.30","","","","",""
"Select poems of William Wordsworth","","008607004","Monograph","Language material ; Text","Microfiche ; Microfilm","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Libby, M. F. (Melancthon Fennessy), 1864-1921 [person]","CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiche","number 26134 [CIHM/ICMH Microfiche series = CIHM/ICMH collection de microfiche]","Canada","Toronto","Copp, Clark","1981","","4 microfiche (167 frames), illustrations, portraits","821.7","Mic.F.232 [no. 26134]","English poetry--18th century ; Poésie anglaise--19e siècle ; English poetry--19th century","","English","''Come out into the light of things ...'' ; Includes: Matthew Arnold's essay on Wordsworth: p [9] -30",""
"Select poems of William Wordsworth. Edited, with notes by William J. Rolfe, etc","Collections. II. Poetry. Smaller Collections","003976929","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","United States of America","Bros ; Harper ; New York","","1889","","258, pages, illustrations, portraits, 18 cm","","11612.c.11","","","","",""
"Select poems of Wordsworth and Longfellow. Edited from authors' editions with introductions and annotations by Frederick Henry Sykes","Collections. II. Poetry. Smaller Collections ; Works","003976962","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Longfellow, Henry Wadsworth, 1807-1882 [person] ; Sykes, Frederick Henry [person]","","","","Toronto","W. J. Gage","1904","","xxxvi, 277, pages, illustrations, 19 cm","","11611.dd.6","","","","including seven poems by Wordsworth",""
"Select poems of Wordsworth and Tennyson ... With annotations by O. J. Stevenson","Collections. II. Poetry. Smaller Collections","003976990","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Stevenson, Orlando John [person] ; Wordsworth, William, 1770-1850 [person] ; Tennyson, Alfred Tennyson, Baron, 1809-1892 [person]","","","","Allen ; McLeod ; Toronto","","1914","","120 pages, 19 cm","","11645.cc.64","","","","",""
"Select poems of Wordsworth","Collections. II. Poetry. Smaller Collections","003976956","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Morang's educational series","","","","","","","","","12200.b.32/2","","","","",""
"Select poems","","013728718","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London","Milner","1880","","xxxii, 320 pages, 2 leaves of plates, 13 cm (16°)","","Collins 753","English poetry--19th century","","English","In a nineteenth century English gold tooled green quarter goatskin binding with sides of Keswick cedar wood ; With a half-title ; With an additional title-page, engraved ; With four photographs of the Lake District pasted over the half-title and engraved frontispiece and two other preliminary leaves","MS. presentation inscription: Frances Fuller from Harriet Beeching. 1897. Bound in Keswick cedar wood"
"Selected critical essays","","013990268","Monograph","Language material ; Text","Volume","","","9780390242211","Wordsworth, William","1770-1850","person","","Raysor, Thomas M. [person] ; Wordsworth, William, 1770-1850 [person]","Crofts Classics","","","","Appleton Century Crofts","1958","","","","W55/3548","","","English","",""
"Selected poems : notes","","010702944","Monograph","Language material ; Text","Volume","GB8304588","","9780582782808","Parry, P. H.","","person","","Wordsworth, William, 1770-1850 [person] ; Parry, P. H. [person]","York notes","196 [York notes]","England","Harlow","Longman","1982","","87 pages, 21 cm","821.7","X.950/17357","Wordsworth, William, 1770-1850--Study and teaching--Outlines, syllabi, etc ; Poetry in English--Wordsworth, William--1770-1850","","English","",""
"Selected poems [of] William Wordsworth","Poems. Selected poems","009035288","Monograph","Language material ; Text","Volume","GB7504570","","9780460102032 ; 9780460112031 ; 9780874715941 ; 9780874715958","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Davies, Walford, 1940- [person]","Everyman's university library","203 [Everyman's university library]","England","London","Dent","1975","","xxv, 214 pages, 20 cm","821.7","","Poetry in English--1800-1837--Texts ; English poetry","","English","",""
"Selected poems by William Wordsworth. Edited by Christopher Lloyd, etc","Collections. II. Poetry. Smaller Collections","003977017","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Lloyd, Charles Christopher [person]","The heritage of literature series section B","number 13 [The heritage of literature series section B]","England","London","Longmans","1938","","xxiv, 227 pages, portraits, 18 cm","","012208.cc.1/49","","","","",""
"Selected poems from Wordsworth","Collections. II. Poetry. Smaller Collections","003976935","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Cassell's national library","","England","London","Cassell","1892","","191 pages, 15 cm","","012208.de.3/5","","","","",""
"Selected poems from Wordsworth","Collections. II. Poetry. Smaller Collections","003976977","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Cassell's little classics","volume 25 [Cassell's little classics]","England","London","Cassell","1909","","191 pages, plates, portraits, 16 cm","","012202.eeee.2/25","","","","A republication of Cassell's edition of 1905",""
"Selected poems from Wordsworth. With an introduction by Henry Morley","Collections. II. Poetry. Smaller Collections","003976964","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Cassell's national library. New series","volume 69 [Cassell's national library. New series]","England","London","Cassell","1905","","191 pages, plates, portraits, 16 cm","","012209.ff.1/69","","","","",""
"Selected poems of William Wordsworth","","010292915","Monograph","Language material ; Text","Volume","GB5804432","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Poetry bookshelf series","","United Kingdom","","Heinemann","1958","","141 pages, 19 cm","821.7","","","","English","",""
"Selected poems of William Wordsworth","","011580222","Monograph","Language material ; Text","Volume","GB6819383","","9780435150143","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Poetry bookshelf","","United Kingdom","","Heinemann","1968","","141 pages, 19 cm","821.7","","","","English","Originally published (B58-4432) 1958",""
"Selected poems of William Wordsworth","Collections. II. Poetry. Smaller Collections","003976984","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","The world's classics","volume 189 [The world's classics]","England","London","Oxford University Press","1913","","xviii, 569 pages, plates, portraits, 16 cm","","012209.df.102","","","","",""
"Selected poems of William Wordsworth, 1770-1850","Poems. Selections","013118291","Monograph","Language material ; Text","Volume","GBA515696","","9780413775030","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London","Methuen","2005","","40 pages, 19 cm","821.7","YK.2007.a.6000","","","English","",""
"Selected poems of William Wordsworth. Edited by Donald Davie","Collections. II. Poetry. Smaller Collections","003977034","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Davie, Donald [person]","Harrap's English classics","","England","London","George G. Harrap","1962","","159 pages, 19 cm","","W.P.A.400/15","","","","",""
"Selected poems of William Wordsworth. Edited with an introduction and notes by Roger Sharrock","Collections. II. Poetry. Smaller Collections","003977030","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Sharrock, Roger Ian [person]","The poetry bookshelf","","England","London","William Heinemann","1958","","xlvii, 141 pages, plates, portraits, 19 cm","","W.P.427/10","","","","",""
"Selected poems of William Wordsworth. Edited with an introduction by Roger Sharock. (Reprinted.)","Collections. II. Poetry. Smaller Collections","003977040","Monograph","Language material ; Text","Volume","","","9780435150150","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","The poetry bookshelf","","England","London","Heinemann","1968","","xlviii, 141 pages, 19 cm","","W.P.427/44","","","","A republication of the edition of 1958, without the portraits",""
"Selected poems of Wordsworth [Edited by] William Robertson","Collections. II. Poetry. Smaller Collections","003976985","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Robertson, William [person]","The King's treasury of literary masterpieces","","England","London","George G. Harrap","1913","","191 pages, plates, 15 cm","","012208.de.6/11","","","","",""
"Selected poems of Wordsworth","Collections. II. Poetry. Smaller Collections","003976966","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Roses of Parnassus","number 12 [Roses of Parnassus]","England ; Scotland","Edinburgh ; London","T. N. Foulis","1906","","37 pages, 18 cm","","11604.dg.17/12","","","","",""
"Selected poems of Wordsworth","Collections. II. Poetry. Smaller Collections","003976987","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Standard English classics","","","","","","","","","012203.f.39/20","","","","",""
"Selected poems","","010924951","Monograph","Language material ; Text","Volume","GB5908625","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Classics series-no.710","","United Kingdom","","Collins","1959","","575 pages, illustrations, 19 cm","821.7","","","","English","",""
"Selected poems","","012823848","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Lloyd, Christopher, 1906-1986 [person]","","","","","Longmans","1938","","","","W26/1824","","","English","",""
"Selected poems","","012878767","Monograph","Language material ; Text","Volume","GBA4X2292","","9780140424423","Wordsworth, William","1770-1850","person","","Gill, Stephen, 1941- [person] ; Wordsworth, William, 1770-1850 [person]","Penguin classics","","England","London","Penguin","2004","","352 pages, 20 cm","821.7","","","","English","",""
"Selected poems","","012967818","Monograph","Language material ; Text","Volume","GBA458028","","9781904919261","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Collector's poetry library","","England","London","","2004","","160 pages, illustrations, 19 cm","821.7","","","","English","",""
"Selected poems","Collections. II. Poetry. Smaller Collections","003976940","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","","","","","","11603.bb.35","","","","",""
"Selected poems","Collections. II. Poetry. Smaller Collections","003977027","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Sheldonian English series","","","","","","","","","W.P.C.100/1","","","","",""
"Selected poems","Collections. II. Poetry. Smaller Collections","003977033","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Pelican books A466","","","","","","","","","012209.d.4/466","","","","",""
"Selected poems","Collections. II. Poetry. Smaller Collections. Polish","003977054","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Biblioteka narodowa. series 2","number 143 [Biblioteka narodowa. series 2]","","","","","","","","W.P.C.656b/143","","","Polish","",""
"Selected poems","Poems. Selections","009370221","Monograph","Language material ; Text","Volume","GB8715577","","9780004202280 ; 9780004247106","Wordsworth, William","1770-1850","person","","Margoliouth, H. M. (Herschel Maurice), 1887-1959 [person] ; Wordsworth, William, 1770-1850 [person]","","","England","London","Collins","1986","","573 pages, 16, pages of plates, illustrations colour, 1 colour portraits, 19 cm","821.7","YC.1987.a.2759","Poetry in English--1800-1837--Texts","","English","Includes index",""
"Selected poems","Poems. Selections","010640759","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Trenaman, Geoffrey [person] ; Wordsworth, William, 1770-1850 [person]","","","England","Brighton","Snake River Press","1987","","31 pages, illustrations","","Cup.511.az.5","","","English","",""
"Selected poems","Poems. Selections","019022595","Monograph","Language material ; Text","Online resource","GBB8F7755","","9780141902821","Wordsworth, William","1770-1850","person","","Gill, Stephen Charles [person] ; Wordsworth, William, 1770-1850 [person]","Penguin classics","","England ; United States of America","London ; New York","Penguin","2004","","1 online resource (xxxiii, 314 pages)","821.7","ELD.DS.320236","English poetry--18th century ; English poetry--19th century","","English","",""
"Selected poems","Poems. Selections","019665372","Monograph","Language material ; Text","Volume","GBC002295","","9781529011890","Wordsworth, William","1770-1850","person","author","Wordsworth, William, 1770-1850, author [person]","","","England","London","Macmillan","2020","","1 volume, 15 cm","821.7","","","","English","",""
"Selected poems","Works. Selections","011931662","Monograph","Language material ; Text","Volume","GBA273586","","9780140423754","Wordsworth, William","1770-1850","person","","Hayden, John O. (John Olin), 1932- [person] ; Wordsworth, William, 1770-1850 [person]","Penguin classics","","England","London","Penguin","1994","","xxiii, 586 pages, 20 cm","821.7","YC.2002.a.19649","","","English","Includes index",""
"Selected poems. Edited, with an introduction and notes, by Walford Davies","Collections. II. Poetry. Smaller Collections","003977050","Monograph","Language material ; Text","Volume","","","9780460102032","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Davies, Walford, 1940- [person]","","","England","London ; Totowa, New Jersey","Dent ; Rowman & Littlefield","1975","","xxv, 214 pages, 20 cm","","X.989/29249","","","","",""
"Selected poetry of William Wordsworth","","006953510","Monograph","Language material ; Text","Volume","GBA1Y8806","","9780679642244","Wordsworth, William","1770-1850","person","","Van Doren, Mark, 1894-1972 [person] ; Wordsworth, William, 1770-1850 [person]","","","England ; United States of America","London ; New York","Hi Marketing ; Random House","2001","","712 pages, 20 cm","821.7","","","","English","",""
"Selected poetry of William Wordsworth","","006954335","Monograph","Language material ; Text","Volume","GBA1U8367","","9780375759413","Wordsworth, William","1770-1850","person","","Van Doren, Mark, 1894-1972 [person] ; Wordsworth, William, 1770-1850 [person]","","","England ; United States of America","London ; New York","Hi Marketing ; Random House","2002","","736 pages, 20 cm","821.7","","","","English","Originally published: 2001",""
